-6.000000 73.000000
-5.990000 72.760193
-5.980000 72.520790
-5.969999 72.281784
-5.959999 72.043175
-5.949999 71.804970
-5.939999 71.567169
-5.929998 71.329765
-5.919998 71.092758
-5.909998 70.856148
-5.899998 70.619949
-5.889997 70.384140
-5.879997 70.148735
-5.869997 69.913727
-5.859997 69.679123
-5.849997 69.444923
-5.839996 69.211113
-5.829996 68.977707
-5.819996 68.744705
-5.809996 68.512100
-5.799995 68.279892
-5.789995 68.048088
-5.779995 67.816681
-5.769995 67.585678
-5.759995 67.355072
-5.749994 67.124870
-5.739994 66.895065
-5.729994 66.665657
-5.719994 66.436653
-5.709993 66.208046
-5.699993 65.979843
-5.689993 65.752037
-5.679993 65.524635
-5.669992 65.297630
-5.659992 65.071022
-5.649992 64.844818
-5.639992 64.619019
-5.629992 64.393608
-5.619991 64.168610
-5.609991 63.944000
-5.599991 63.719795
-5.589991 63.495991
-5.579990 63.272587
-5.569990 63.049580
-5.559990 62.826977
-5.549990 62.604771
-5.539989 62.382965
-5.529989 62.161564
-5.519989 61.940556
-5.509989 61.719952
-5.499989 61.499748
-5.489988 61.279945
-5.479988 61.060539
-5.469988 60.841534
-5.459988 60.622929
-5.449987 60.404724
-5.439987 60.186920
-5.429987 59.969517
-5.419987 59.752514
-5.409986 59.535908
-5.399986 59.319702
-5.389986 59.103897
-5.379986 58.888496
-5.369986 58.673489
-5.359985 58.458885
-5.349985 58.244682
-5.339985 58.030876
-5.329985 57.817474
-5.319984 57.604469
-5.309984 57.391865
-5.299984 57.179661
-5.289984 56.967857
-5.279984 56.756451
-5.269983 56.545448
-5.259983 56.334843
-5.249983 56.124641
-5.239983 55.914837
-5.229982 55.705433
-5.219982 55.496426
-5.209982 55.287823
-5.199982 55.079620
-5.189981 54.871815
-5.179981 54.664410
-5.169981 54.457409
-5.159981 54.250805
-5.149981 54.044598
-5.139980 53.838795
-5.129980 53.633392
-5.119980 53.428387
-5.109980 53.223785
-5.099979 53.019581
-5.089979 52.815777
-5.079979 52.612373
-5.069979 52.409367
-5.059978 52.206764
-5.049978 52.004562
-5.039978 51.802757
-5.029978 51.601353
-5.019978 51.400349
-5.009977 51.199745
-4.999977 50.999542
-4.989977 50.799740
-4.979977 50.600334
-4.969976 50.401333
-4.959976 50.202728
-4.949976 50.004524
-4.939976 49.806721
-4.929976 49.609318
-4.919975 49.412315
-4.909975 49.215710
-4.899975 49.019508
-4.889975 48.823704
-4.879974 48.628300
-4.869974 48.433296
-4.859974 48.238693
-4.849974 48.044491
-4.839973 47.850685
-4.829973 47.657284
-4.819973 47.464279
-4.809973 47.271675
-4.799973 47.079472
-4.789972 46.887669
-4.779972 46.696266
-4.769972 46.505264
-4.759972 46.314659
-4.749971 46.124458
-4.739971 45.934654
-4.729971 45.745251
-4.719971 45.556248
-4.709970 45.367645
