-6.000000 389017.000000
-5.990000 385195.781250
-5.980000 381406.062500
-5.969999 377647.500000
-5.959999 373919.875000
-5.949999 370223.093750
-5.939999 366556.968750
-5.929998 362921.187500
-5.919998 359315.593750
-5.909998 355740.000000
-5.899998 352194.187500
-5.889997 348677.906250
-5.879997 345191.062500
-5.869997 341733.406250
-5.859997 338304.718750
-5.849997 334904.843750
-5.839996 331533.593750
-5.829996 328190.718750
-5.819996 324876.031250
-5.809996 321589.437500
-5.799995 318330.687500
-5.789995 315099.593750
-5.779995 311895.843750
-5.769995 308719.468750
-5.759995 305570.156250
-5.749994 302447.718750
-5.739994 299352.031250
-5.729994 296282.843750
-5.719994 293240.031250
-5.709993 290223.343750
-5.699993 287232.687500
-5.689993 284267.750000
-5.679993 281328.531250
-5.669992 278414.781250
-5.659992 275526.187500
-5.649992 272662.781250
-5.639992 269824.250000
-5.629992 267010.468750
-5.619991 264221.281250
-5.609991 261456.468750
-5.599991 258715.890625
-5.589991 255999.375000
-5.579990 253306.750000
-5.569990 250637.812500
-5.559990 247992.453125
-5.549990 245370.468750
-5.539989 242771.703125
-5.529989 240195.968750
-5.519989 237643.156250
-5.509989 235113.062500
-5.499989 232605.515625
-5.489988 230120.375000
-5.479988 227657.468750
-5.469988 225216.640625
-5.459988 222797.750000
-5.449987 220400.578125
-5.439987 218025.046875
-5.429987 215670.953125
-5.419987 213338.140625
-5.409986 211026.468750
-5.399986 208735.781250
-5.389986 206465.921875
-5.379986 204216.765625
-5.369986 201988.078125
-5.359985 199779.828125
-5.349985 197591.750000
-5.339985 195423.765625
-5.329985 193275.718750
-5.319984 191147.453125
-5.309984 189038.812500
-5.299984 186949.671875
-5.289984 184879.890625
-5.279984 182829.250000
-5.269983 180797.718750
-5.259983 178785.078125
-5.249983 176791.218750
-5.239983 174816.000000
-5.229982 172859.250000
-5.219982 170920.859375
-5.209982 169000.671875
-5.199982 167098.593750
-5.189981 165214.421875
-5.179981 163348.078125
-5.169981 161499.390625
-5.159981 159668.234375
-5.149981 157854.484375
-5.139980 156057.984375
-5.129980 154278.640625
-5.119980 152516.265625
-5.109980 150770.796875
-5.099979 149042.078125
-5.089979 147329.937500
-5.079979 145634.296875
-5.069979 143955.000000
-5.059978 142291.968750
-5.049978 140645.000000
-5.039978 139014.015625
-5.029978 137398.890625
-5.019978 135799.515625
-5.009977 134215.718750
-4.999977 132647.437500
-4.989977 131094.500000
-4.979977 129556.781250
-4.969976 128034.203125
-4.959976 126526.640625
-4.949976 125033.929688
-4.939976 123556.000000
-4.929976 122092.718750
-4.919975 120643.960938
-4.909975 119209.609375
-4.899975 117789.554688
-4.889975 116383.687500
-4.879974 114991.890625
-4.869974 113614.062500
-4.859974 112250.062500
-4.849974 110899.804688
-4.839973 109563.148438
-4.829973 108240.007812
-4.819973 106930.265625
-4.809973 105633.820312
-4.799973 104350.554688
-4.789972 103080.367188
-4.779972 101823.125000
-4.769972 100578.773438
-4.759972 99347.156250
-4.749971 98128.195312
-4.739971 96921.773438
-4.729971 95727.789062
-4.719971 94546.148438
-4.709970 93376.726562
-4.699970 92219.453125
-4.689970 91074.203125
-4.679970 89940.890625
-4.669970 88819.398438
-4.659969 87709.648438
-4.649969 86611.531250
-4.639969 85524.937500
-4.629969 84449.773438
-4.619968 83385.960938
-4.609968 82333.382812
-4.599968 81291.968750
-4.589968 80261.585938
-4.579967 79242.179688
-4.569967 78233.625000
-4.559967 77235.835938
-4.549967 76248.726562
-4.539967 75272.210938
-4.529966 74306.203125
-4.519966 73350.570312
-4.509966 72405.257812
-4.499966 71470.187500
-4.489965 70545.242188
-4.479965 69630.328125
-4.469965 68725.382812
-4.459965 67830.312500
-4.449965 66945.015625
-4.439964 66069.429688
-4.429964 65203.449219
-4.419964 64346.992188
-4.409964 63499.988281
-4.399963 62662.339844
-4.389963 61833.960938
-4.379963 61014.773438
-4.369963 60204.707031
-4.359962 59403.667969
-4.349962 58611.562500
-4.339962 57828.335938
-4.329962 57053.902344
-4.319962 56288.164062
-4.309961 55531.062500
-4.299961 54782.511719
-4.289961 54042.429688
-4.279961 53310.742188
-4.269960 52587.375000
-4.259960 51872.250000
-4.249960 51165.292969
-4.239960 50466.433594
-4.229959 49775.582031
-4.219959 49092.675781
-4.209959 48417.632812
-4.199959 47750.402344
-4.189959 47090.886719
-4.179958 46439.011719
-4.169958 45794.718750
-4.159958 45157.949219
-4.149958 44528.609375
-4.139957 43906.636719
-4.129957 43291.960938
-4.119957 42684.515625
-4.109957 42084.234375
-4.099957 41491.046875
-4.089956 40904.882812
-4.079956 40325.671875
-4.069956 39753.351562
-4.059956 39187.867188
-4.049955 38629.128906
-4.039955 38077.089844
-4.029955 37531.683594
-4.019955 36992.847656
-4.009954 36460.507812
-3.999954 35934.617188
-3.989954 35415.109375
-3.979954 34901.906250
-3.969954 34394.957031
-3.959955 33894.195312
-3.949955 33399.566406
-3.939955 32911.003906
-3.929955 32428.449219
-3.919955 31951.843750
-3.909955 31481.126953
